food_category,food_name,per_100_ml_or_gm,cal_per_100_ml_or_gms,kj_per_100_ml_or_gms,per_serving,cal_per_serving,kj_per_serving,per_ounces,cal_per_ounces,kj_per_ounces
"Oatmeal, Muesli & Cereals",Scooters,100g,367 cal,1541 kJ,1 portion (37.5 g),136 cal,570 kJ,1 once (28 g),103 cal,431 kJ
"Oatmeal, Muesli & Cereals",Blé râpé,100g,340 cal,1428 kJ,1 portion (37.5 g),126 cal,528 kJ,1 once (28 g),95 cal,400 kJ
"Oatmeal, Muesli & Cereals",Shreddies,100g,351 cal,1474 kJ,1 portion (37.5 g),130 cal,545 kJ,1 once (28 g),98 cal,413 kJ
"Oatmeal, Muesli & Cereals",Spécial K,100g,377 cal,1583 kJ,1 portion (37.5 g),139 cal,586 kJ,1 once (28 g),106 cal,443 kJ
"Oatmeal, Muesli & Cereals",Special K Délice chocolaté,100g,388 cal,1630 kJ,1 portion (37.5 g),144 cal,603 kJ,1 once (28 g),109 cal,456 kJ
"Oatmeal, Muesli & Cereals",Special K Protein Plus,100g,375 cal,1575 kJ,1 portion (37.5 g),139 cal,583 kJ,1 once (28 g),105 cal,441 kJ
"Oatmeal, Muesli & Cereals",Special K Baies rouges,100g,345 cal,1449 kJ,1 portion (37.5 g),128 cal,536 kJ,1 once (28 g),97 cal,406 kJ
"Oatmeal, Muesli & Cereals",Sucre en poudre,100g,379 cal,1592 kJ,1 portion (37.5 g),140 cal,589 kJ,1 once (28 g),106 cal,446 kJ
"Oatmeal, Muesli & Cereals",Toasties,100g,361 cal,1516 kJ,1 portion (37.5 g),134 cal,561 kJ,1 once (28 g),101 cal,424 kJ
"Oatmeal, Muesli & Cereals",Trix,100g,400 cal,1680 kJ,1 portion (37.5 g),148 cal,622 kJ,1 once (28 g),112 cal,470 kJ
"Oatmeal, Muesli & Cereals",Weetos,100g,378 cal,1588 kJ,1 portion (37.5 g),140 cal,588 kJ,1 once (28 g),106 cal,445 kJ
"Oatmeal, Muesli & Cereals",Wheaties,100g,367 cal,1541 kJ,1 portion (37.5 g),136 cal,570 kJ,1 once (28 g),103 cal,431 kJ
Offal & Giblets,Cerveau de boeuf,100g,196 cal,823 kJ,1 part (351 g),688 cal,2889 kJ,1 once (28 g),55 cal,230 kJ
Offal & Giblets,Coeur de boeuf,100g,165 cal,693 kJ,3 once (85 g),140 cal,589 kJ,1 once (28 g),46 cal,194 kJ
Offal & Giblets,Rognon de boeuf,100g,158 cal,664 kJ,3 once (85 g),134 cal,564 kJ,1 once (28 g),44 cal,186 kJ
Offal & Giblets,Foie de boeuf,100g,191 cal,802 kJ,1 part (68 g),130 cal,545 kJ,1 once (28 g),53 cal,225 kJ
Offal & Giblets,Poumon de boeuf,100g,120 cal,504 kJ,1 part (303 g),364 cal,1527 kJ,1 once (28 g),34 cal,141 kJ
Offal & Giblets,Fusion de boeuf,100g,271 cal,1138 kJ,1 part (222 g),602 cal,2526 kJ,1 once (28 g),76 cal,319 kJ
Offal & Giblets,Cerveau de veau,100g,136 cal,571 kJ,1 unité (339 g),461 cal,1936 kJ,1 once (28 g),38 cal,160 kJ
Offal & Giblets,Foie de veau,100g,192 cal,806 kJ,1 part (80 g),154 cal,645 kJ,1 once (28 g),54 cal,226 kJ
Offal & Giblets,Poumon de veau,100g,104 cal,437 kJ,1 unité (300 g),312 cal,1311 kJ,1 once (28 g),29 cal,122 kJ
Offal & Giblets,Fusion des mollets,100g,256 cal,1075 kJ,1 unité (240 g),614 cal,2580 kJ,1 once (28 g),72 cal,301 kJ
Offal & Giblets,Giblets de poulet,100g,277 cal,1163 kJ,1 tasse (145 g),402 cal,1686 kJ,1 once (28 g),78 cal,326 kJ
Offal & Giblets,Coeur de poulet,100g,185 cal,777 kJ,1 coeur (6.1 g),11 cal,47 kJ,1 once (28 g),52 cal,218 kJ
Offal & Giblets,Foie de poulet,100g,172 cal,722 kJ,1 foie (44 g),76 cal,318 kJ,1 once (28 g),48 cal,202 kJ
Offal & Giblets,Estomac de poulet,100g,148 cal,622 kJ,1 portion (100 g),148 cal,622 kJ,1 once (28 g),41 cal,174 kJ
Offal & Giblets,Foie de canard,100g,136 cal,571 kJ,1 foie (44 g),60 cal,251 kJ,1 once (28 g),38 cal,160 kJ
Offal & Giblets,Foie d'oie,100g,133 cal,559 kJ,1 foie (94 g),125 cal,525 kJ,1 once (28 g),37 cal,157 kJ
Offal & Giblets,Cerveau de porc,100g,138 cal,580 kJ,3 once (85 g),117 cal,493 kJ,1 once (28 g),39 cal,162 kJ
Offal & Giblets,Coeur de cochon,100g,148 cal,622 kJ,1 coeur (129 g),191 cal,802 kJ,1 once (28 g),41 cal,174 kJ
Offal & Giblets,Rein de porc,100g,151 cal,634 kJ,3 once (85 g),128 cal,539 kJ,1 once (28 g),42 cal,178 kJ
Offal & Giblets,Poumon de cochon,100g,99 cal,416 kJ,1 unité (300 g),297 cal,1248 kJ,1 once (28 g),28 cal,116 kJ
Offal & Giblets,Foie de porc,100g,165 cal,693 kJ,3 once (85 g),140 cal,589 kJ,1 once (28 g),46 cal,194 kJ
Offal & Giblets,Fusion de porc,100g,219 cal,920 kJ,1 unité (245 g),537 cal,2254 kJ,1 once (28 g),61 cal,258 kJ
Offal & Giblets,Langue de porc,100g,271 cal,1138 kJ,1 langue (231 g),626 cal,2629 kJ,1 once (28 g),76 cal,319 kJ
Offal & Giblets,Abats de dinde,100g,173 cal,727 kJ,1 giblets (95 g),164 cal,691 kJ,1 once (28 g),48 cal,204 kJ
Offal & Giblets,Coeur de dinde,100g,174 cal,731 kJ,1 coeur (20 g),35 cal,146 kJ,1 once (28 g),49 cal,205 kJ
Offal & Giblets,Foie de dinde,100g,189 cal,794 kJ,1 foie (53 g),100 cal,421 kJ,1 once (28 g),53 cal,222 kJ
Offal & Giblets,Estomac de dinde,100g,148 cal,622 kJ,1 portion (100 g),148 cal,622 kJ,1 once (28 g),41 cal,174 kJ
Offal & Giblets,Coeur de veau,100g,186 cal,781 kJ,1 unité (198 g),368 cal,1546 kJ,1 once (28 g),52 cal,219 kJ
Offal & Giblets,Rognon de veau,100g,163 cal,685 kJ,1 unité (184 g),300 cal,1260 kJ,1 once (28 g),46 cal,192 kJ
Offal & Giblets,Langue de boeuf,100g,202 cal,848 kJ,1 unité (255 g),515 cal,2162 kJ,1 once (28 g),57 cal,237 kJ
Oils & Fats,Beurre,100g,720 cal,3024 kJ,1 c. à soupe (15 g),108 cal,454 kJ,1 once (28 g),202 cal,847 kJ
Oils & Fats,Huile de foie de morue,100ml,1000 cal,4200 kJ,1 c. à soupe (14 ml),140 cal,588 kJ,1 once (30 ml),300 cal,1260 kJ
Oils & Fats,Ghee,100g,120 cal,504 kJ,1 c. à soupe (14 g),17 cal,71 kJ,1 once (28 g),34 cal,141 kJ
Oils & Fats,Graisse d'oie,100g,898 cal,3772 kJ,1 c. à soupe (13 g),117 cal,490 kJ,1 once (28 g),251 cal,1056 kJ
Oils & Fats,Huile de chanvre,100ml,807 cal,3389 kJ,1 c. à soupe (15 ml),121 cal,508 kJ,1 once (30 ml),242 cal,1017 kJ
Oils & Fats,Huile de hareng,100ml,902 cal,3788 kJ,1 c. à soupe (14 ml),126 cal,530 kJ,1 once (30 ml),271 cal,1136 kJ
Oils & Fats,Huile de Macadamia,100ml,819 cal,3440 kJ,1 c. à soupe (14 ml),115 cal,482 kJ,1 once (30 ml),246 cal,1032 kJ
Oils & Fats,margarine,100g,717 cal,3011 kJ,1 c. à soupe (14 g),100 cal,422 kJ,1 once (28 g),201 cal,843 kJ
Oils & Fats,Huile de son de riz,100ml,889 cal,3734 kJ,1 c. à soupe (14 ml),124 cal,523 kJ,1 once (30 ml),267 cal,1120 kJ
Oils & Fats,Huile de sardine,100ml,902 cal,3788 kJ,1 c. à soupe (14 ml),126 cal,530 kJ,1 once (30 ml),271 cal,1136 kJ
Oils & Fats,Huile de soja,100ml,889 cal,3734 kJ,1 c. à soupe (14 ml),124 cal,523 kJ,1 once (30 ml),267 cal,1120 kJ
Pasta & Noodles,Cannelloni,100g,146 cal,613 kJ,2 once (56 g),82 cal,343 kJ,1 once (28 g),41 cal,172 kJ
Pasta & Noodles,Capellini,100g,353 cal,1483 kJ,2 once (56 g),198 cal,830 kJ,1 once (28 g),99 cal,415 kJ
Pasta & Noodles,Cappelletti,100g,164 cal,689 kJ,2 once (56 g),92 cal,386 kJ,1 once (28 g),46 cal,193 kJ
Pasta & Noodles,Nouilles en cellophane,100g,351 cal,1474 kJ,1 tasse (140 g),491 cal,2064 kJ,1 once (28 g),98 cal,413 kJ
Pasta & Noodles,Tortellini au fromage,100g,291 cal,1222 kJ,1 tasse (113 g),329 cal,1381 kJ,1 once (28 g),81 cal,342 kJ
Pasta & Noodles,Nouilles à la vapeur,100g,274 cal,1151 kJ,1 portions (85 g),233 cal,978 kJ,1 once (28 g),77 cal,322 kJ
Pasta & Noodles,Pâte à dumplings,100g,99 cal,416 kJ,2 once (56 g),55 cal,233 kJ,1 once (28 g),28 cal,116 kJ
Pasta & Noodles,Nouilles aux oeufs,100g,384 cal,1613 kJ,1 tasse (38 g),146 cal,613 kJ,1 once (28 g),108 cal,452 kJ
Pasta & Noodles,Farfalle,100g,358 cal,1504 kJ,2 once (56 g),200 cal,842 kJ,1 once (28 g),100 cal,421 kJ
Pasta & Noodles,Fettuccine,100g,353 cal,1483 kJ,2 once (56 g),198 cal,830 kJ,1 once (28 g),99 cal,415 kJ
Pasta & Noodles,Fusilli,100g,352 cal,1478 kJ,2 once (56 g),197 cal,828 kJ,1 once (28 g),99 cal,414 kJ
Pasta & Noodles,Dangmyeon,100g,192 cal,806 kJ,2 once (56 g),108 cal,451 kJ,1 once (28 g),54 cal,226 kJ
Pasta & Noodles,Feuilles de lasagne,100g,271 cal,1138 kJ,1 feuille (21 g),57 cal,239 kJ,1 once (28 g),76 cal,319 kJ
Pasta & Noodles,Linguine,100g,357 cal,1499 kJ,2 once (56 g),200 cal,839 kJ,1 once (28 g),100 cal,420 kJ
Pasta & Noodles,Pâtes à faible teneur en glucides,100g,282 cal,1184 kJ,2 once (56 g),158 cal,663 kJ,1 once (28 g),79 cal,332 kJ
Pasta & Noodles,Macaronis,100g,370 cal,1554 kJ,1 tasse (114 g),422 cal,1772 kJ,1 once (28 g),104 cal,435 kJ
Pasta & Noodles,Manicotti,100g,357 cal,1499 kJ,2 once (56 g),200 cal,839 kJ,1 once (28 g),100 cal,420 kJ
Pasta & Noodles,Mostaccioli,100g,184 cal,773 kJ,2 once (56 g),103 cal,433 kJ,1 once (28 g),52 cal,216 kJ
Pasta & Noodles,Orecchiette,100g,370 cal,1554 kJ,2 once (56 g),207 cal,870 kJ,1 once (28 g),104 cal,435 kJ
Pasta & Noodles,Orzo,100g,357 cal,1499 kJ,2 once (56 g),200 cal,839 kJ,1 once (28 g),100 cal,420 kJ
Pasta & Noodles,Penne,100g,351 cal,1474 kJ,2 once (56 g),197 cal,825 kJ,1 once (28 g),98 cal,413 kJ
Pasta & Noodles,Penne Rigate,100g,370 cal,1554 kJ,2 once (56 g),207 cal,870 kJ,1 once (28 g),104 cal,435 kJ
Pasta & Noodles,Dumplings,100g,200 cal,840 kJ,3 pierogi (100 g),200 cal,840 kJ,1 once (28 g),56 cal,235 kJ
Pasta & Noodles,Ravioli,100g,77 cal,323 kJ,2 once (56 g),43 cal,181 kJ,1 once (28 g),22 cal,90 kJ
Pasta & Noodles,Rigatoni,100g,353 cal,1483 kJ,2 once (56 g),198 cal,830 kJ,1 once (28 g),99 cal,415 kJ
Pasta & Noodles,Rotini,100g,353 cal,1483 kJ,2 once (56 g),198 cal,830 kJ,1 once (28 g),99 cal,415 kJ
Pasta & Noodles,Coquilles,100g,353 cal,1483 kJ,1 tasse (85 g),300 cal,1261 kJ,1 once (28 g),99 cal,415 kJ
Pasta & Noodles,Nouilles Shirataki,100g,18 cal,76 kJ,2 once (56 g),10 cal,43 kJ,1 once (28 g),5 cal,21 kJ
Pasta & Noodles,Nouilles de soja,100g,216 cal,907 kJ,2 once (56 g),121 cal,508 kJ,1 once (28 g),60 cal,254 kJ
Pasta & Noodles,Spaetzle,100g,368 cal,1546 kJ,2 once (56 g),206 cal,866 kJ,1 once (28 g),103 cal,433 kJ
Pasta & Noodles,Spaghetti,100g,370 cal,1554 kJ,2 once (56 g),207 cal,870 kJ,1 once (28 g),104 cal,435 kJ
Pasta & Noodles,Tortellini aux épinards,100g,314 cal,1319 kJ,1 tasse (102 g),320 cal,1345 kJ,1 once (28 g),88 cal,369 kJ
Pasta & Noodles,Spirelli,100g,367 cal,1541 kJ,2 once (56 g),206 cal,863 kJ,1 once (28 g),103 cal,431 kJ
Pasta & Noodles,Tagliatelles,100g,370 cal,1554 kJ,2 once (56 g),207 cal,870 kJ,1 once (28 g),104 cal,435 kJ
Pasta & Noodles,Tortellini,100g,291 cal,1222 kJ,1 tasse (113 g),329 cal,1381 kJ,1 once (28 g),81 cal,342 kJ
Pasta & Noodles,Vermicelles,100g,368 cal,1546 kJ,2 once (56 g),206 cal,866 kJ,1 once (28 g),103 cal,433 kJ
Pasta & Noodles,Nouilles à grains entiers,100g,347 cal,1457 kJ,2 once (56 g),194 cal,816 kJ,1 once (28 g),97 cal,408 kJ
Pasta & Noodles,Spaghetti aux céréales complètes,100g,351 cal,1474 kJ,2 once (56 g),197 cal,825 kJ,1 once (28 g),98 cal,413 kJ
Pasta & Noodles,Ziti,100g,352 cal,1478 kJ,2 once (56 g),197 cal,828 kJ,1 once (28 g),99 cal,414 kJ
"Pastries, Breads & Rolls",Tarte aux pommes,100g,237 cal,995 kJ,1 part (125 g),296 cal,1244 kJ,1 once (28 g),66 cal,279 kJ
"Pastries, Breads & Rolls",Chausson de pomme,100g,348 cal,1462 kJ,1 turnover (82 g),285 cal,1199 kJ,1 once (28 g),97 cal,409 kJ
"Pastries, Breads & Rolls",Bagel,100g,257 cal,1079 kJ,1 bagel (98 g),252 cal,1057 kJ,1 once (28 g),72 cal,302 kJ
"Pastries, Breads & Rolls",Baguette,100g,274 cal,1151 kJ,1 part (60 g),164 cal,691 kJ,1 once (28 g),77 cal,322 kJ
"Pastries, Breads & Rolls",Pain aux bananes,100g,326 cal,1369 kJ,1 once (28.4 g),91 cal,383 kJ,1 once (28 g),91 cal,383 kJ
"Pastries, Breads & Rolls",Pain aux bananes et aux noix,100g,326 cal,1369 kJ,1 part (57 g),186 cal,780 kJ,1 once (28 g),91 cal,383 kJ
"Pastries, Breads & Rolls",Pain à la bière,100g,227 cal,953 kJ,1 part (30 g),68 cal,286 kJ,1 once (28 g),64 cal,267 kJ
"Pastries, Breads & Rolls",Biscuit,100g,269 cal,1130 kJ,1 biscuit (58 g),156 cal,655 kJ,1 once (28 g),75 cal,316 kJ
"Pastries, Breads & Rolls",Pain noir,100g,250 cal,1050 kJ,1 part (26 g),65 cal,273 kJ,1 once (28 g),70 cal,294 kJ
"Pastries, Breads & Rolls",Muffins au son,100g,270 cal,1134 kJ,1 muffin (58 g),157 cal,658 kJ,1 once (28 g),76 cal,318 kJ
"Pastries, Breads & Rolls",Pain au lait,100g,153 cal,643 kJ,1 portion (100 g),153 cal,643 kJ,1 once (28 g),43 cal,180 kJ
"Pastries, Breads & Rolls",Baguettes de pain,100g,400 cal,1680 kJ,1 baguette (5 g),20 cal,84 kJ,1 once (28 g),112 cal,470 kJ
"Pastries, Breads & Rolls",Brioche,100g,346 cal,1453 kJ,1 portion (77 g),266 cal,1119 kJ,1 once (28 g),97 cal,407 kJ
"Pastries, Breads & Rolls",Pain brun,100g,246 cal,1033 kJ,1 part (30 g),74 cal,310 kJ,1 once (28 g),69 cal,289 kJ
"Pastries, Breads & Rolls",Brownies,100g,405 cal,1701 kJ,1 carré (40 g),162 cal,680 kJ,1 once (28 g),113 cal,476 kJ
"Pastries, Breads & Rolls",Pain bun,100g,316 cal,1327 kJ,1 bun (38 g),120 cal,504 kJ,1 once (28 g),88 cal,372 kJ
"Pastries, Breads & Rolls",Cannoli,100g,254 cal,1067 kJ,1 portion (85 g),216 cal,907 kJ,1 once (28 g),71 cal,299 kJ
"Pastries, Breads & Rolls",Gâteau au caramel,100g,385 cal,1617 kJ,1 once (28.4 g),108 cal,453 kJ,1 once (28 g),108 cal,453 kJ
"Pastries, Breads & Rolls",Challah,100g,283 cal,1189 kJ,1 part (23 g),65 cal,273 kJ,1 once (28 g),79 cal,333 kJ
"Pastries, Breads & Rolls",Chapati,100g,240 cal,1008 kJ,1 part (50 g),120 cal,504 kJ,1 once (28 g),67 cal,282 kJ
"Pastries, Breads & Rolls",Ciabatta,100g,271 cal,1138 kJ,1 part (20 g),54 cal,228 kJ,1 once (28 g),76 cal,319 kJ
"Pastries, Breads & Rolls",Brioche à la cannelle,100g,436 cal,1831 kJ,1 bun (65 g),283 cal,1190 kJ,1 once (28 g),122 cal,513 kJ
"Pastries, Breads & Rolls",Gâteau au café,100g,418 cal,1756 kJ,1 part (76 g),318 cal,1335 kJ,1 once (28 g),117 cal,492 kJ
"Pastries, Breads & Rolls",Conchas/Pain sucré mexicain,100g,353 cal,1483 kJ,1 part (82 g),289 cal,1216 kJ,1 once (28 g),99 cal,415 kJ
"Pastries, Breads & Rolls",Pain de maïs,100g,179 cal,752 kJ,1 once (28.4 g),50 cal,211 kJ,1 once (28 g),50 cal,211 kJ
"Pastries, Breads & Rolls",Croissant,100g,406 cal,1705 kJ,1 croissant (57 g),231 cal,972 kJ,1 once (28 g),114 cal,477 kJ
"Pastries, Breads & Rolls",Crumpet,100g,178 cal,748 kJ,1 crumpet (55 g),98 cal,411 kJ,1 once (28 g),50 cal,209 kJ
"Pastries, Breads & Rolls",Cupcakes,100g,305 cal,1281 kJ,1 cupcake (43 g),131 cal,551 kJ,1 once (28 g),85 cal,359 kJ
"Pastries, Breads & Rolls",Donut,100g,421 cal,1768 kJ,1 portion (45 g),189 cal,796 kJ,1 once (28 g),118 cal,495 kJ
"Pastries, Breads & Rolls",Empanadas,100g,335 cal,1407 kJ,1 part (89 g),298 cal,1252 kJ,1 once (28 g),94 cal,394 kJ
"Pastries, Breads & Rolls",Muffin anglais,100g,227 cal,953 kJ,1 muffin (57 g),129 cal,543 kJ,1 once (28 g),64 cal,267 kJ
"Pastries, Breads & Rolls",Pain plat,100g,311 cal,1306 kJ,1 part (50 g),156 cal,653 kJ,1 once (28 g),87 cal,366 kJ
"Pastries, Breads & Rolls",Focaccia,100g,249 cal,1046 kJ,1 part (57 g),142 cal,596 kJ,1 once (28 g),70 cal,293 kJ
"Pastries, Breads & Rolls",Pain à l'ail,100g,350 cal,1470 kJ,1 part (43 g),151 cal,632 kJ,1 once (28 g),98 cal,412 kJ
"Pastries, Breads & Rolls",Pains à hot-dog,100g,279 cal,1172 kJ,1 bun (43 g),120 cal,504 kJ,1 once (28 g),78 cal,328 kJ
"Pastries, Breads & Rolls",Pain italien,100g,271 cal,1138 kJ,1 part (30 g),81 cal,341 kJ,1 once (28 g),76 cal,319 kJ
"Pastries, Breads & Rolls",Latkes,100g,189 cal,794 kJ,1 portion (74 g),140 cal,588 kJ,1 once (28 g),53 cal,222 kJ
"Pastries, Breads & Rolls",Pain de matzos,100g,351 cal,1474 kJ,1 matzo (28 g),98 cal,413 kJ,1 once (28 g),98 cal,413 kJ
"Pastries, Breads & Rolls",Monkey bread,100g,290 cal,1218 kJ,1 part (57 g),165 cal,694 kJ,1 once (28 g),81 cal,341 kJ
"Pastries, Breads & Rolls",Muffins,100g,296 cal,1243 kJ,1 muffin (71 g),210 cal,883 kJ,1 once (28 g),83 cal,348 kJ
"Pastries, Breads & Rolls",Pain multi-céréales,100g,265 cal,1113 kJ,1 part (26 g),69 cal,289 kJ,1 once (28 g),74 cal,312 kJ
"Pastries, Breads & Rolls",Naan,100g,275 cal,1155 kJ,1 naan (160 g),440 cal,1848 kJ,1 once (28 g),77 cal,323 kJ
"Pastries, Breads & Rolls",Biscuits à l'avoine,100g,450 cal,1890 kJ,1 cookie (25 g),113 cal,473 kJ,1 once (28 g),126 cal,529 kJ
"Pastries, Breads & Rolls",Biscuits à l'avoine et aux raisins secs,100g,435 cal,1827 kJ,1 cookie (25 g),109 cal,457 kJ,1 once (28 g),122 cal,512 kJ
"Pastries, Breads & Rolls",Pan de Sal,100g,293 cal,1231 kJ,1 portion (50 g),147 cal,616 kJ,1 once (28 g),82 cal,345 kJ
"Pastries, Breads & Rolls",Crêpes,100g,233 cal,979 kJ,1 pancake (38 g),89 cal,372 kJ,1 once (28 g),65 cal,274 kJ
"Pastries, Breads & Rolls",Pandesal,100g,293 cal,1231 kJ,1 portion (50 g),147 cal,616 kJ,1 once (28 g),82 cal,345 kJ
"Pastries, Breads & Rolls",Pide,100g,268 cal,1126 kJ,1 pide (60 g),161 cal,676 kJ,1 once (28 g),75 cal,315 kJ
"Pastries, Breads & Rolls",Tarte,100g,237 cal,995 kJ,1 part (125 g),296 cal,1244 kJ,1 once (28 g),66 cal,279 kJ
"Pastries, Breads & Rolls",Pain pita,100g,275 cal,1155 kJ,1 pita (50 g),138 cal,578 kJ,1 once (28 g),77 cal,323 kJ
"Pastries, Breads & Rolls",Pain de pommes de terre,100g,266 cal,1117 kJ,1 part (32 g),85 cal,357 kJ,1 once (28 g),74 cal,313 kJ
"Pastries, Breads & Rolls",Bretzel,100g,338 cal,1420 kJ,1 pretzel (115 g),389 cal,1633 kJ,1 once (28 g),95 cal,398 kJ
"Pastries, Breads & Rolls",Rouleau de bretzel,100g,338 cal,1420 kJ,1 rouleau (60 g),203 cal,852 kJ,1 once (28 g),95 cal,398 kJ
"Pastries, Breads & Rolls",Pâte feuilletée,100g,558 cal,2344 kJ,1 part (47 g),262 cal,1102 kJ,1 once (28 g),156 cal,656 kJ
"Pastries, Breads & Rolls",Pumpernickel,100g,250 cal,1050 kJ,1 pumpernickel (36 g),90 cal,378 kJ,1 once (28 g),70 cal,294 kJ
"Pastries, Breads & Rolls",Pain aux raisins,100g,274 cal,1151 kJ,1 part (32 g),88 cal,368 kJ,1 once (28 g),77 cal,322 kJ
"Pastries, Breads & Rolls",Rouleau,100g,316 cal,1327 kJ,1 rouleau (38 g),120 cal,504 kJ,1 once (28 g),88 cal,372 kJ
"Pastries, Breads & Rolls",Roti,100g,264 cal,1109 kJ,1 roti (43 g),114 cal,477 kJ,1 once (28 g),74 cal,311 kJ
"Pastries, Breads & Rolls",Pain de seigle,100g,259 cal,1088 kJ,1 once (28.4 g),73 cal,305 kJ,1 once (28 g),73 cal,305 kJ
"Pastries, Breads & Rolls",Sandwich,100g,304 cal,1277 kJ,1 sandwich (83 g),252 cal,1060 kJ,1 once (28 g),85 cal,358 kJ
"Pastries, Breads & Rolls",Pain de mie,100g,251 cal,1054 kJ,1 part (26 g),65 cal,274 kJ,1 once (28 g),70 cal,295 kJ
"Pastries, Breads & Rolls",Scone,100g,362 cal,1520 kJ,1 scone (40 g),145 cal,608 kJ,1 once (28 g),101 cal,426 kJ
"Pastries, Breads & Rolls",Pâte brisée,100g,544 cal,2285 kJ,1 portion (50 g),272 cal,1143 kJ,1 once (28 g),152 cal,640 kJ
"Pastries, Breads & Rolls",Pain,100g,290 cal,1218 kJ,1 once (28.4 g),81 cal,341 kJ,1 once (28 g),81 cal,341 kJ
"Pastries, Breads & Rolls",Soufflé,100g,204 cal,857 kJ,1 tasse (136 g),277 cal,1166 kJ,1 once (28 g),57 cal,240 kJ
"Pastries, Breads & Rolls",Pain au levain,100g,289 cal,1214 kJ,1 part (35 g),101 cal,425 kJ,1 once (28 g),81 cal,340 kJ
"Pastries, Breads & Rolls",Spanakopita,100g,246 cal,1033 kJ,1 part (57 g),140 cal,589 kJ,1 once (28 g),69 cal,289 kJ
"Pastries, Breads & Rolls",Gâteau aux épices,100g,332 cal,1394 kJ,1 part (66 g),219 cal,920 kJ,1 once (28 g),93 cal,390 kJ
"Pastries, Breads & Rolls",Petits pains sucrés,100g,333 cal,1399 kJ,1 rouleau (66 g),220 cal,923 kJ,1 once (28 g),93 cal,392 kJ
"Pastries, Breads & Rolls",Swiss Roll,100g,313 cal,1315 kJ,1 part (32 g),100 cal,421 kJ,1 once (28 g),88 cal,368 kJ
"Pastries, Breads & Rolls",Toast,100g,261 cal,1096 kJ,1 part (33 g),86 cal,362 kJ,1 once (28 g),73 cal,307 kJ
"Pastries, Breads & Rolls",Tortilla,100g,297 cal,1247 kJ,1 tortilla (49 g),146 cal,611 kJ,1 once (28 g),83 cal,349 kJ
"Pastries, Breads & Rolls",Pain de tortilla,100g,265 cal,1113 kJ,1 tortilla (68 g),180 cal,757 kJ,1 once (28 g),74 cal,312 kJ
"Pastries, Breads & Rolls",Pain blanc,100g,238 cal,1000 kJ,1 part (28 g),67 cal,280 kJ,1 once (28 g),67 cal,280 kJ
"Pastries, Breads & Rolls",Pain de blé entier,100g,247 cal,1037 kJ,1 part (46 g),114 cal,477 kJ,1 once (28 g),69 cal,290 kJ
Pizza,Pizza au poulet BBQ,100g,234 cal,983 kJ,1 part (132 g),309 cal,1298 kJ,1 once (28 g),66 cal,275 kJ
Pizza,Pizza BBQ,100g,224 cal,941 kJ,1 part (140 g),314 cal,1317 kJ,1 once (28 g),63 cal,263 kJ
Pizza,Pizza au boeuf,100g,304 cal,1277 kJ,1 part (235 g),714 cal,3001 kJ,1 once (28 g),85 cal,358 kJ
Pizza,Pizza bianca,100g,246 cal,1033 kJ,1 part (187 g),460 cal,1932 kJ,1 once (28 g),69 cal,289 kJ
Pizza,Pizza au poulet buffalo,100g,252 cal,1058 kJ,1 part (238 g),600 cal,2518 kJ,1 once (28 g),71 cal,296 kJ
Pizza,Pizza Calabrese,100g,235 cal,987 kJ,1 part (108 g),254 cal,1066 kJ,1 once (28 g),66 cal,276 kJ
Pizza,Calzone,100g,231 cal,970 kJ,1 calzone (364 g),841 cal,3531 kJ,1 once (28 g),65 cal,272 kJ
Pizza,Pizza Capricciosa,100g,260 cal,1092 kJ,1 part (74 g),192 cal,808 kJ,1 once (28 g),73 cal,306 kJ
Pizza,Pizza au fromage,100g,267 cal,1121 kJ,1 part (63 g),168 cal,706 kJ,1 once (28 g),75 cal,314 kJ
Pizza,Pizza au poulet,100g,234 cal,983 kJ,1 part (132 g),309 cal,1298 kJ,1 once (28 g),66 cal,275 kJ
Pizza,Dominos Philly Cheese Steak Pizza,100g,224 cal,941 kJ,1 part (159 g),356 cal,1496 kJ,1 once (28 g),63 cal,263 kJ
Pizza,Pizza aux quatre fromages,100g,221 cal,928 kJ,1 part (113 g),250 cal,1049 kJ,1 once (28 g),62 cal,260 kJ
Pizza,Pizza au fromage de chèvre,100g,219 cal,920 kJ,1 part (63 g),138 cal,580 kJ,1 once (28 g),61 cal,258 kJ
Pizza,Pizza grillée,100g,226 cal,949 kJ,1 part (124 g),280 cal,1177 kJ,1 once (28 g),63 cal,266 kJ
Pizza,Pizza hawaïenne,100g,115 cal,483 kJ,1 part (134 g),154 cal,647 kJ,1 once (28 g),32 cal,135 kJ
Pizza,Pizza Margherita,100g,275 cal,1155 kJ,1 part (63 g),173 cal,728 kJ,1 once (28 g),77 cal,323 kJ
Pizza,Pizza Mozzarella,100g,249 cal,1046 kJ,1 part (62 g),154 cal,649 kJ,1 once (28 g),70 cal,293 kJ
Pizza,Pizza aux champignons,100g,212 cal,890 kJ,1 part (288 g),611 cal,2563 kJ,1 once (28 g),59 cal,249 kJ
Pizza,Pizza napolitaine,100g,202 cal,848 kJ,1 part (123 g),248 cal,1043 kJ,1 once (28 g),57 cal,237 kJ
Pizza,Pizza à la new-yorkaise,100g,169 cal,710 kJ,1 part (103 g),174 cal,731 kJ,1 once (28 g),47 cal,199 kJ
